time_of_info,count_to_r,count_to_l,count_to_b,count_to_t,count_stuck_middle,count_stuck_to_r,count_stuck_to_l,count_stuck_to_b,count_stuck_to_t,is_jam_next_l,is_jam_next_r,is_jam_next_t,is_jam_next_b,is_green_horizontal,is_green_vertical,y
27152,12,8,5,13,20,15,5,19,16,1,0,1,1,0,1,0
27153,7,20,4,5,4,18,16,2,7,1,0,1,0,0,1,0
27154,9,8,0,1,16,4,19,10,4,1,1,0,1,0,1,0
27155,17,4,10,7,0,12,3,17,11,1,1,0,0,0,1,1
27156,6,4,6,3,0,20,0,13,11,0,1,0,1,0,1,1
27157,20,4,10,5,0,12,17,0,1,1,0,0,0,0,1,2
27158,12,5,7,0,20,12,5,17,18,1,0,0,1,0,1,0
27159,12,20,7,13,0,3,2,12,19,1,0,1,1,0,1,2
27160,11,10,19,0,0,8,7,0,4,0,1,0,1,0,1,2
27161,17,14,6,5,2,13,19,9,12,1,0,0,0,0,1,0
27162,3,3,13,5,2,3,12,16,3,1,1,1,1,0,1,0
27163,20,11,8,1,4,4,7,5,9,0,0,1,1,0,1,0
27164,9,15,14,14,0,4,12,4,5,0,0,1,1,0,1,2
27165,15,7,13,13,1,9,4,16,1,0,0,0,1,0,1,0
27166,15,8,9,12,4,3,1,4,7,1,0,1,0,0,1,0
27167,6,15,13,4,1,7,4,17,9,0,0,1,0,0,1,0
27168,10,4,3,2,4,17,14,8,9,1,0,1,1,0,1,0
27169,12,10,18,3,7,9,3,12,0,1,1,0,1,0,1,0
27170,16,4,16,9,3,3,14,10,1,1,0,1,0,0,1,0
27171,9,19,18,15,0,2,2,13,11,0,0,1,0,0,1,1
27172,0,4,4,8,14,17,9,17,16,1,0,0,0,0,1,0
27173,12,0,13,1,14,12,0,0,2,0,0,0,1,0,1,0
27174,6,9,10,18,18,14,3,19,7,0,0,0,1,0,1,0
27175,11,13,9,16,0,10,3,11,13,1,0,0,1,0,1,1
27176,6,3,18,15,11,4,14,0,3,0,1,1,0,0,1,0
27177,10,6,12,12,2,16,1,17,6,0,0,0,1,0,1,0
27178,0,15,3,3,14,20,16,6,6,1,1,1,1,0,1,0
27179,3,14,8,18,0,2,15,20,12,0,0,1,1,0,1,2
27180,18,7,11,15,0,11,10,5,0,0,1,0,1,0,1,2
27181,11,1,12,12,3,18,3,9,0,0,0,0,0,0,1,0
27182,11,1,0,7,8,18,19,13,1,0,1,1,1,0,1,0
27183,19,3,12,0,2,12,8,8,7,1,1,0,1,0,1,0
27184,12,12,7,2,0,1,12,14,1,0,1,0,0,0,1,1
27185,3,8,7,20,5,3,16,20,5,1,1,0,0,0,1,0
27186,6,3,3,16,5,14,20,15,7,1,1,1,1,0,1,0
27187,7,12,13,13,12,18,13,12,0,1,0,0,1,0,1,0
27188,13,6,16,17,15,16,13,7,9,1,0,1,0,0,1,0
27189,14,13,14,19,17,3,0,4,20,1,0,0,0,0,1,0
27190,7,8,15,0,12,6,19,7,16,0,0,1,1,0,1,0
27191,8,11,2,1,16,0,15,11,7,1,0,1,0,0,1,0
27192,6,14,15,19,8,18,8,20,1,1,1,0,1,0,1,0
27193,15,7,12,9,4,4,0,6,9,0,0,1,1,0,1,0
27194,11,1,16,19,8,6,12,5,16,0,1,0,1,0,1,0
27195,10,6,2,10,0,6,19,1,11,1,0,0,1,0,1,1
27196,4,19,15,19,8,13,6,2,2,0,0,0,0,0,1,0
27197,12,10,18,17,13,5,18,10,0,1,0,0,1,0,1,0
27198,1,18,20,2,20,8,14,6,1,1,1,1,0,0,1,0
27199,10,16,2,16,0,3,1,7,13,1,1,0,1,0,1,1
27200,2,7,11,9,0,3,6,2,10,0,1,0,1,1,0,1
27201,12,14,17,1,9,5,10,13,20,1,1,0,0,0,1,0
27202,0,15,1,5,9,15,8,5,4,1,0,1,1,0,1,0
27203,16,1,1,9,3,7,1,8,19,0,1,0,0,0,1,0
27204,13,5,19,18,0,6,18,17,11,1,0,0,1,0,1,1
27205,0,5,10,2,1,14,3,19,16,0,1,0,0,0,1,0
27206,4,5,19,1,12,11,19,4,17,1,0,0,1,0,1,0
27207,9,4,14,18,7,13,0,12,14,0,1,1,1,0,1,0
27208,11,8,6,14,12,20,15,9,14,1,1,1,0,0,1,0
27209,8,17,1,6,17,14,3,2,12,1,1,1,0,0,1,0
27210,10,4,18,1,6,10,2,7,6,0,1,0,1,0,1,0
27211,1,12,18,12,9,2,9,1,0,1,0,1,0,0,1,0
27212,2,11,5,8,8,18,19,0,14,1,0,0,0,0,1,0
27213,16,12,13,11,20,8,8,18,19,1,1,1,1,0,1,0
27214,17,10,4,1,12,15,8,9,7,1,1,1,0,0,1,0
27215,6,0,10,20,0,15,17,13,15,0,0,1,0,0,1,2
27216,2,7,17,14,6,13,12,1,6,1,0,1,1,0,1,0
27217,5,6,6,19,8,19,16,17,4,0,1,1,0,0,1,0
27218,15,13,12,13,11,9,10,9,8,0,1,0,1,0,1,0
27219,0,3,19,0,0,0,12,15,3,0,1,0,1,0,1,2
27220,18,9,3,2,0,5,15,20,19,1,0,1,1,0,1,2
27221,4,5,13,17,19,2,19,15,17,1,0,1,1,0,1,0
27222,16,3,7,18,9,9,2,2,10,1,1,1,1,0,1,0
27223,6,3,8,19,13,13,9,6,17,1,1,0,1,0,1,0
27224,3,4,13,19,0,4,0,1,12,0,0,1,0,0,1,2
27225,11,19,19,20,16,1,15,12,13,1,0,0,0,0,1,0
27226,13,18,7,6,20,2,19,0,3,0,1,0,0,0,1,0
27227,19,18,8,4,5,10,5,0,5,1,0,1,1,0,1,0
27228,2,16,4,3,3,2,5,3,9,1,0,0,0,0,1,0
27229,7,12,9,16,0,20,9,16,20,1,0,1,0,0,1,2
27230,18,8,19,19,13,13,19,17,12,0,0,0,1,0,1,0
27231,20,17,0,5,0,13,16,12,16,1,0,0,0,0,1,1
27232,11,17,15,14,11,17,10,0,4,1,1,0,0,0,1,0
27233,15,19,4,14,8,14,7,18,12,0,0,1,1,0,1,0
27234,2,17,12,9,4,1,0,13,4,1,1,1,0,0,1,0
27235,7,7,12,10,0,18,11,20,4,0,1,1,0,0,1,1
27236,20,9,3,18,10,1,19,13,8,0,0,1,0,0,1,0
27237,20,4,8,10,16,16,10,3,16,1,0,0,0,0,1,0
27238,8,6,11,10,10,19,7,15,3,0,0,1,0,0,1,0
27239,10,12,19,12,0,15,2,17,17,0,1,0,0,0,1,1
27240,11,17,20,2,0,12,12,11,15,0,1,1,0,0,1,2
27241,2,0,11,13,11,12,0,9,14,1,1,0,0,0,1,0
27242,16,4,10,13,18,18,7,10,5,0,1,0,0,0,1,0
27243,5,5,13,3,15,13,3,19,9,0,1,0,0,0,1,0
27244,8,8,15,4,0,4,5,2,6,0,1,0,0,0,1,1
27245,5,7,20,3,6,13,18,16,15,1,1,0,1,0,1,0
27246,11,6,15,1,9,10,6,20,2,1,0,1,0,0,1,0
27247,13,15,11,10,13,17,11,19,2,1,1,0,0,0,1,0
27248,0,8,1,3,10,1,10,11,11,1,0,0,0,0,1,0
27249,20,5,10,10,14,8,5,9,1,0,1,1,0,0,1,0
27250,9,7,14,8,6,13,18,17,1,1,1,1,0,0,1,0
27251,5,20,7,14,17,15,7,0,1,0,0,0,1,0,1,0
27252,20,15,19,13,10,6,14,5,16,1,1,1,0,0,1,0
27253,3,9,4,8,20,11,20,17,15,0,1,0,1,0,1,0
27254,12,6,6,9,7,20,12,18,13,1,1,1,1,0,1,0
27255,14,16,7,9,0,18,6,20,9,1,1,1,0,0,1,1
27256,11,0,7,13,6,11,5,2,10,1,0,0,1,0,1,0
27257,13,16,9,10,0,18,8,16,11,1,1,0,0,0,1,1
27258,19,15,13,14,9,5,8,15,1,1,0,0,0,0,1,0
27259,0,18,7,2,0,8,9,11,12,1,0,1,1,0,1,2
27260,2,5,3,13,0,13,13,19,8,0,1,0,0,0,1,1
27261,10,17,1,11,10,0,6,9,9,0,0,1,1,0,1,0
27262,2,8,4,19,20,15,15,5,6,1,0,1,0,0,1,0
27263,8,12,7,20,17,2,4,17,8,1,0,0,1,0,1,0
27264,15,14,0,15,0,4,18,11,3,0,0,0,1,0,1,2
27265,1,5,9,5,5,0,2,8,8,1,1,1,1,0,1,0
27266,17,10,0,2,10,12,19,4,19,1,0,0,0,0,1,0
27267,15,0,0,6,0,19,1,5,10,1,1,1,1,0,1,1
27268,3,5,12,13,7,14,15,8,7,0,0,0,1,0,1,0
27269,1,0,12,4,9,12,0,13,20,1,0,1,0,0,1,0
27270,4,20,3,5,0,5,5,9,16,1,0,0,1,0,1,1
27271,15,8,8,13,3,7,11,5,13,0,0,1,1,0,1,0
27272,2,16,10,13,3,1,7,19,6,1,0,0,1,0,1,0
27273,17,2,9,0,13,14,10,20,16,1,1,0,0,0,1,0
27274,9,0,3,13,12,9,14,5,8,1,1,1,1,0,1,0
27275,4,6,11,0,0,1,17,8,13,1,1,0,1,0,1,1
27276,14,8,19,2,4,9,6,15,5,1,0,1,0,0,1,0
27277,4,18,19,18,3,6,4,10,18,0,0,1,1,0,1,0
27278,2,3,11,3,4,18,8,7,9,1,0,0,0,0,1,0
27279,8,12,3,18,0,5,4,18,4,1,1,0,1,0,1,1
27280,9,5,6,10,0,10,3,13,14,0,0,0,0,0,1,1
27281,13,14,15,16,18,6,4,6,9,1,0,1,1,0,1,0
27282,10,18,7,15,19,7,20,17,2,0,1,0,1,0,1,0
27283,13,17,18,5,13,8,3,15,8,0,0,0,0,0,1,0
27284,1,10,16,18,0,19,0,15,14,0,1,1,1,0,1,2
27285,4,9,16,16,0,2,5,5,19,1,1,1,1,0,1,1
27286,16,1,0,19,0,1,8,10,7,1,0,1,0,0,1,1
27287,7,16,2,3,0,8,5,0,5,1,1,0,0,0,1,1
27288,16,15,8,6,9,10,11,20,11,0,0,1,1,0,1,0
27289,5,0,15,12,20,1,20,18,9,1,1,0,0,0,1,0
27290,2,18,6,3,10,20,13,5,2,1,1,0,0,0,1,0
27291,6,8,6,19,3,5,2,17,5,0,0,1,1,0,1,0
27292,12,16,0,20,1,17,7,4,2,0,0,1,1,0,1,0
27293,0,10,11,9,16,20,8,14,2,0,1,0,0,0,1,0
27294,2,19,17,14,1,16,11,6,11,1,1,1,1,0,1,0
27295,5,17,11,5,0,1,5,5,11,0,1,1,0,0,1,2
27296,2,8,5,10,13,9,4,14,14,1,0,0,0,0,1,0
27297,19,17,3,20,13,9,13,14,0,1,1,0,1,0,1,0
27298,16,4,20,17,11,13,13,17,0,1,0,1,1,0,1,0
27299,3,8,7,4,0,18,7,7,7,0,0,0,0,0,1,2
27300,0,3,5,19,0,9,2,18,11,1,1,0,1,0,1,1
27301,20,2,3,4,5,15,17,18,10,1,1,0,0,0,1,0
27302,8,3,12,12,13,0,14,10,10,1,1,1,1,0,1,0
27303,17,16,0,10,16,2,14,2,18,1,1,0,1,0,1,0
27304,2,5,18,18,0,9,14,15,18,0,1,1,0,0,1,1
27305,3,1,9,0,11,0,4,1,12,1,0,0,0,0,1,0
27306,19,17,2,18,14,5,17,2,7,1,1,0,1,0,1,0
27307,3,9,2,5,11,13,14,4,5,1,0,1,0,0,1,0
27308,6,0,0,17,13,19,14,20,4,0,1,1,1,0,1,0
27309,15,7,9,2,14,3,1,7,7,1,1,1,0,0,1,0
27310,2,1,20,10,8,19,2,6,15,0,1,0,1,0,1,0
27311,18,16,15,3,2,18,9,9,19,1,1,1,0,0,1,0
27312,4,2,13,1,15,13,1,15,8,1,0,0,0,0,1,0
27313,11,15,4,13,15,17,8,17,19,1,0,0,0,0,1,0
27314,11,12,19,6,7,15,16,7,14,0,0,1,1,0,1,0
27315,13,16,14,9,0,19,20,0,20,0,0,1,0,0,1,2
27316,16,9,6,1,3,1,0,18,7,1,0,1,0,0,1,0
27317,7,18,7,0,0,1,12,9,16,1,0,0,1,0,1,1
27318,1,16,15,10,5,3,2,11,3,1,1,0,1,0,1,0
27319,1,14,10,2,0,11,8,19,13,0,0,0,0,0,1,1
27320,0,5,16,12,0,19,9,15,10,0,1,0,1,0,1,1
27321,15,18,12,19,17,9,17,20,20,1,0,1,0,0,1,0
27322,18,5,0,1,1,12,20,11,15,0,0,1,1,0,1,0
27323,19,13,7,3,14,17,4,10,2,1,1,0,1,0,1,0
27324,11,5,14,20,0,6,16,7,16,1,1,1,0,0,1,1
27325,17,9,16,14,13,7,15,15,20,0,0,1,1,0,1,0
27326,8,10,15,3,6,10,4,20,16,0,0,0,0,0,1,0
27327,10,7,17,16,17,0,8,6,5,1,1,0,1,0,1,0
27328,1,11,4,20,11,2,4,12,20,0,1,1,0,0,1,0
27329,17,14,17,14,13,9,6,14,9,1,0,1,1,0,1,0
27330,11,9,3,0,10,19,9,7,15,0,1,0,1,0,1,0
27331,8,8,7,7,11,8,4,6,20,1,0,0,1,0,1,0
27332,18,16,4,16,0,2,4,5,17,1,0,0,1,0,1,1
27333,9,14,3,4,14,4,12,11,12,0,0,0,0,0,1,0
27334,7,12,0,20,6,12,15,5,9,1,1,0,1,0,1,0
27335,9,19,7,0,0,9,14,13,13,1,1,0,1,0,1,1
27336,15,0,19,11,12,5,12,15,9,0,1,1,0,0,1,0
27337,5,8,9,15,10,10,7,12,0,0,1,0,1,0,1,0
27338,13,19,9,4,6,18,4,2,2,1,1,1,1,0,1,0
27339,14,11,19,0,0,14,3,2,16,0,0,1,1,0,1,2
27340,12,10,10,0,0,16,10,0,17,0,0,0,0,0,1,2
27341,15,0,2,14,1,2,1,7,10,1,0,0,1,0,1,0
27342,8,0,1,11,16,6,15,14,9,0,0,0,0,0,1,0
27343,4,8,5,20,19,2,20,6,14,1,0,1,1,0,1,0
27344,7,20,19,13,0,6,13,13,10,0,0,1,0,0,1,2
27345,20,6,13,7,14,5,1,7,0,0,0,0,0,0,1,0
27346,11,18,19,12,16,17,17,7,9,1,1,1,1,0,1,0
27347,19,10,7,1,13,11,6,1,17,1,0,1,1,0,1,0
27348,12,5,13,9,5,5,5,19,11,0,1,1,1,0,1,0
27349,4,3,3,15,20,3,3,17,19,0,0,1,1,0,1,0
27350,8,10,19,7,12,3,10,8,20,1,0,1,0,0,1,0
27351,3,4,20,0,2,4,19,10,10,0,1,0,1,0,1,0
27352,7,16,8,17,18,11,15,12,16,1,0,0,1,0,1,0
27353,3,20,5,2,4,10,19,8,1,1,1,1,1,0,1,0
27354,14,12,4,20,7,19,8,6,12,1,0,1,0,0,1,0
27355,18,17,17,0,0,4,11,11,8,0,1,1,1,0,1,2
27356,2,18,13,9,5,3,0,11,15,1,1,0,1,0,1,0
27357,18,7,9,9,10,2,0,12,10,1,1,0,1,0,1,0
27358,18,9,20,9,17,9,5,2,14,1,1,1,0,0,1,0
27359,19,0,17,16,0,5,7,20,19,1,0,1,0,0,1,1
27360,16,19,0,12,0,16,18,4,13,1,1,0,0,0,1,1
27361,17,2,2,10,17,11,3,14,2,1,1,1,1,0,1,0
27362,1,4,14,4,3,19,15,17,13,1,1,1,1,0,1,0
27363,4,19,3,15,12,18,20,5,20,0,1,0,0,0,1,0
27364,11,14,8,15,0,10,19,14,13,0,0,1,0,0,1,2
27365,10,7,18,5,5,6,18,1,13,0,0,1,0,0,1,0
27366,0,2,16,14,10,7,2,13,4,0,1,0,1,0,1,0
27367,2,10,0,11,10,1,18,12,14,1,0,0,0,0,1,0
27368,18,1,2,4,3,5,17,15,3,1,0,1,1,0,1,0
27369,14,11,9,14,0,11,11,17,19,1,1,0,0,0,1,1
27370,5,17,11,15,17,3,12,20,14,1,0,1,0,0,1,0
27371,14,20,19,0,3,0,7,1,11,1,1,0,1,0,1,0
27372,1,13,12,12,14,9,15,6,17,0,0,0,1,0,1,0
27373,4,17,8,11,17,20,8,13,13,1,1,1,1,0,1,0
27374,6,12,1,16,6,18,12,7,17,1,1,0,1,0,1,0
27375,19,0,20,7,0,6,9,5,14,0,1,1,1,0,1,2
27376,17,4,4,11,9,10,8,17,1,1,1,0,1,0,1,0
27377,20,17,10,4,9,12,10,12,8,1,1,1,0,0,1,0
27378,16,20,0,1,6,20,3,2,6,0,0,1,0,0,1,0
27379,12,18,17,18,0,13,15,4,16,0,1,1,1,0,1,2
27380,18,10,6,6,0,14,9,7,3,1,0,1,1,0,1,2
27381,16,7,0,17,12,14,13,13,8,0,0,0,0,0,1,0
27382,8,3,18,3,13,10,9,5,0,1,1,0,0,0,1,0
27383,19,4,2,3,20,1,6,10,0,0,0,0,0,0,1,0
27384,5,1,20,3,0,10,16,3,8,1,0,1,1,0,1,2
27385,5,5,9,1,20,5,2,18,12,0,0,0,1,0,1,0
27386,8,9,6,8,9,7,9,4,19,1,1,1,0,0,1,0
27387,12,11,8,10,4,11,11,20,9,1,1,1,0,0,1,0
27388,4,1,10,0,15,14,6,3,18,0,0,1,0,0,1,0
27389,2,6,0,19,0,9,5,13,14,0,1,1,1,0,1,2
27390,5,11,18,11,20,20,2,13,13,1,0,0,1,0,1,0
27391,12,11,8,13,0,16,11,4,17,1,1,0,1,0,1,1
27392,10,8,5,15,20,16,9,15,18,0,0,1,1,0,1,0
27393,2,5,11,2,8,3,10,17,14,1,0,1,0,0,1,0
27394,9,6,17,20,14,7,2,8,0,0,1,1,1,0,1,0
27395,15,7,3,7,0,0,20,9,7,1,0,1,1,0,1,2
27396,4,19,11,8,5,20,16,17,10,0,0,1,0,0,1,0
27397,12,13,12,14,1,16,4,12,5,1,1,1,0,0,1,0
27398,3,13,2,14,18,15,0,15,12,0,0,1,0,0,1,0
27399,0,14,15,1,0,1,1,16,16,1,0,0,1,0,1,1
27400,8,13,20,13,0,18,16,1,0,0,0,0,1,1,0,2
27401,18,11,17,16,20,2,12,6,2,0,0,0,0,0,1,0
27402,3,1,7,6,2,3,20,18,10,0,0,0,1,0,1,0
27403,3,20,8,8,8,11,16,13,10,1,1,1,1,0,1,0
27404,18,0,0,7,0,5,15,16,11,1,0,1,0,0,1,1
27405,13,20,13,11,10,7,6,19,9,1,0,0,1,0,1,0
27406,17,19,12,13,19,6,6,16,11,1,1,0,1,0,1,0
27407,10,9,3,4,0,11,17,13,4,0,0,1,1,0,1,2
27408,0,15,13,19,4,16,8,20,14,1,0,1,0,0,1,0
27409,19,15,11,17,14,5,16,0,7,1,0,0,1,0,1,0
27410,19,7,6,7,14,4,18,10,11,0,1,1,1,0,1,0
27411,7,14,14,12,19,6,8,6,0,1,1,1,0,0,1,0
27412,3,8,16,17,8,14,11,1,5,1,1,0,1,0,1,0
27413,10,1,14,1,5,8,20,3,1,1,0,0,0,0,1,0
27414,1,17,4,12,1,13,17,11,19,0,1,0,0,0,1,0
27415,9,18,14,0,0,19,10,15,3,0,1,0,1,0,1,2
27416,0,7,18,16,8,14,16,11,19,0,0,1,1,0,1,0
27417,11,10,15,15,16,2,15,16,0,1,1,0,1,0,1,0
27418,15,2,5,15,10,11,2,0,13,1,1,0,1,0,1,0
27419,19,13,20,4,0,5,16,5,7,1,1,0,1,0,1,1
27420,14,16,17,10,0,4,9,10,12,1,1,1,0,0,1,1
27421,3,5,19,18,11,12,1,12,16,0,0,0,1,0,1,0
27422,1,15,3,10,14,11,14,6,0,0,0,1,1,0,1,0
27423,15,11,15,10,11,9,16,11,4,0,0,0,1,0,1,0
27424,12,11,3,3,0,4,5,8,14,0,1,0,1,0,1,1
27425,12,12,0,7,19,16,1,0,1,1,1,1,1,0,1,0
27426,7,15,11,18,6,8,11,12,9,0,1,1,0,0,1,0
27427,0,18,8,19,9,8,6,1,4,1,1,1,1,0,1,0
27428,13,7,0,2,19,3,7,5,20,1,1,1,1,0,1,0
27429,0,12,13,15,19,11,18,10,11,1,1,0,0,0,1,0
27430,17,7,4,17,20,2,15,14,20,0,0,1,0,0,1,0
27431,4,0,13,10,17,3,18,6,2,1,0,1,0,0,1,0
27432,6,11,17,2,3,17,11,14,5,0,0,1,1,0,1,0
27433,3,5,19,14,13,17,6,12,0,1,1,1,1,0,1,0
27434,4,3,11,14,12,3,2,12,20,0,0,1,1,0,1,0
27435,7,19,13,7,0,14,9,19,14,1,0,0,1,0,1,1
27436,3,17,7,2,10,16,12,2,7,0,0,0,1,0,1,0
27437,4,8,1,1,8,2,0,4,4,1,1,1,1,0,1,0
27438,4,9,0,14,19,2,1,17,15,0,0,1,1,0,1,0
27439,20,9,2,2,0,14,18,17,5,1,1,1,1,0,1,1
27440,2,18,5,11,0,1,1,15,7,0,1,1,0,0,1,1
27441,14,16,14,7,3,13,14,12,10,1,1,1,1,0,1,0
27442,6,15,3,13,13,8,4,3,20,0,0,0,1,0,1,0
27443,2,16,5,10,5,15,15,16,6,1,1,1,0,0,1,0
27444,16,19,2,3,0,12,2,15,5,0,1,0,0,0,1,1
27445,6,10,16,1,2,19,14,5,5,0,1,0,0,0,1,0
27446,16,14,14,11,18,16,6,4,6,0,1,0,1,0,1,0
27447,4,7,17,14,14,1,6,9,12,0,1,1,1,0,1,0
27448,6,11,14,17,10,8,5,3,6,1,1,0,1,0,1,0
27449,12,12,6,8,3,17,3,15,5,0,1,0,1,0,1,0
27450,9,14,4,16,19,7,13,10,8,0,0,0,0,0,1,0
27451,6,11,9,3,11,16,12,14,5,1,0,0,0,0,1,0
27452,20,12,5,10,5,2,8,8,10,0,1,1,0,0,1,0
27453,14,10,12,4,3,16,6,9,9,1,1,1,1,0,1,0
27454,8,12,16,19,19,18,9,7,7,1,0,1,1,0,1,0
27455,2,11,13,10,0,14,19,16,16,0,1,0,1,0,1,2
27456,0,7,3,6,1,1,5,15,1,1,0,0,1,0,1,0
27457,7,16,12,20,7,12,0,12,20,0,0,0,1,0,1,0
27458,13,10,12,17,14,11,4,15,8,0,1,1,0,0,1,0
27459,20,6,5,11,0,14,14,9,15,0,1,1,1,0,1,2
27460,5,2,9,6,0,14,20,14,19,1,1,1,1,0,1,1
27461,17,10,3,14,17,16,20,19,15,0,1,0,1,0,1,0
27462,18,16,17,5,10,18,4,13,11,0,0,0,1,0,1,0
27463,6,13,18,17,20,18,0,12,18,0,0,1,1,0,1,0
27464,17,9,10,0,0,20,10,17,6,1,1,0,0,0,1,1
27465,6,7,15,0,12,13,7,19,14,1,1,0,1,0,1,0
27466,7,19,4,3,9,2,18,17,0,1,0,0,0,0,1,0
27467,0,0,12,1,12,2,15,18,0,1,1,1,0,0,1,0
27468,13,12,7,2,12,14,1,9,8,1,1,0,0,0,1,0
27469,2,13,2,2,4,15,10,11,13,1,1,1,0,0,1,0
27470,10,12,15,9,2,0,17,17,15,0,1,0,1,0,1,0
27471,15,2,1,15,15,14,18,11,9,1,1,0,1,0,1,0
27472,7,4,15,2,18,17,7,5,4,1,1,1,0,0,1,0
27473,17,17,5,3,5,9,1,19,12,0,1,0,1,0,1,0
27474,0,17,7,9,14,19,6,17,9,0,0,1,0,0,1,0
27475,10,3,14,10,0,7,4,20,0,0,1,0,0,0,1,1
27476,18,15,19,9,1,16,20,1,2,0,1,1,0,0,1,0
27477,1,1,7,12,11,19,12,5,19,1,0,0,1,0,1,0
27478,6,11,12,11,3,13,7,20,19,1,1,0,0,0,1,0
27479,6,0,11,19,0,3,18,12,16,0,1,1,0,0,1,2
27480,16,1,3,6,0,6,9,3,3,0,1,1,1,0,1,2
27481,9,5,8,6,12,9,13,15,20,1,1,0,1,0,1,0
27482,10,14,19,4,19,16,8,19,13,0,0,0,0,0,1,0
27483,16,4,19,4,5,5,9,6,1,1,1,0,0,0,1,0
27484,0,15,17,2,0,11,15,7,5,0,1,0,0,0,1,2
27485,7,14,3,16,2,16,0,8,4,0,1,1,1,0,1,0
27486,10,17,9,14,11,15,20,11,3,0,1,0,1,0,1,0
27487,8,11,4,13,20,8,14,0,5,1,1,0,0,0,1,0
27488,4,17,19,2,2,15,14,0,2,1,0,1,0,0,1,0
27489,15,2,17,15,5,5,20,14,12,0,1,1,0,0,1,0
27490,15,15,2,16,12,11,12,19,0,0,1,1,0,0,1,0
27491,10,3,19,12,16,14,8,11,12,0,0,1,0,0,1,0
27492,18,9,0,13,16,15,17,8,18,1,0,0,1,0,1,0
27493,1,18,1,11,9,13,1,8,7,1,1,0,0,0,1,0
27494,15,18,5,10,3,17,5,14,18,1,0,0,0,0,1,0
27495,0,12,4,18,0,10,9,12,17,0,0,1,0,0,1,2
27496,19,6,13,18,8,15,18,1,6,0,0,0,0,0,1,0
27497,6,10,17,12,5,9,18,3,15,0,1,1,0,0,1,0
27498,18,7,4,3,10,0,16,5,0,0,1,0,0,0,1,0
27499,12,13,16,11,0,3,4,7,2,1,0,1,0,0,1,1
27500,17,19,9,4,0,20,19,11,8,0,0,0,1,0,1,2
27501,11,1,13,5,19,19,9,5,1,0,0,0,1,0,1,0
27502,7,12,13,1,7,7,13,5,9,1,1,0,1,0,1,0
27503,20,19,2,13,8,16,4,8,5,1,1,0,0,0,1,0
27504,7,9,1,20,0,15,9,5,3,1,0,0,0,0,1,2
27505,11,7,5,10,12,20,9,18,19,0,1,1,1,0,1,0
27506,9,11,2,8,3,2,14,13,13,0,1,1,0,0,1,0
27507,12,1,1,2,13,0,13,16,3,0,1,0,1,0,1,0
27508,1,3,14,14,5,13,18,4,15,1,1,0,1,0,1,0
27509,0,11,20,17,7,13,16,10,5,1,1,0,1,0,1,0
27510,18,18,2,8,0,14,15,10,18,0,1,0,0,0,1,1
27511,2,12,10,18,3,5,16,18,8,0,1,0,0,0,1,0
27512,7,8,9,1,12,14,4,20,1,1,0,1,0,0,1,0
27513,14,15,4,4,12,3,13,4,18,0,0,0,0,0,1,0
27514,17,17,16,10,5,18,2,5,20,1,0,0,1,0,1,0
27515,0,3,3,5,0,12,17,4,18,1,0,1,0,0,1,2
27516,16,0,8,12,17,13,20,17,4,1,1,1,1,0,1,0
27517,3,8,15,3,18,13,2,17,14,0,0,1,0,0,1,0
27518,13,13,3,3,12,9,6,10,15,1,1,0,1,0,1,0
27519,7,9,5,9,0,8,17,20,8,1,0,1,1,0,1,2
27520,11,17,15,1,0,17,9,20,18,1,0,1,1,0,1,2
27521,19,2,5,7,9,9,17,14,11,0,0,1,0,0,1,0
27522,3,6,1,15,16,0,8,18,2,1,0,1,0,0,1,0
27523,15,9,6,19,3,1,13,8,3,0,0,0,0,0,1,0
27524,2,18,4,20,0,3,7,13,18,1,1,0,0,0,1,1
27525,0,9,15,13,6,8,12,10,12,1,1,1,0,0,1,0
27526,18,10,6,3,1,15,9,2,3,1,0,1,1,0,1,0
27527,3,4,4,13,18,9,15,1,6,1,1,1,0,0,1,0
27528,5,11,9,13,20,16,17,7,11,0,1,0,1,0,1,0
27529,20,2,3,20,6,10,5,9,5,0,1,1,0,0,1,0
27530,13,7,2,8,1,17,6,3,19,1,1,1,1,0,1,0
27531,1,0,14,14,8,18,13,18,2,1,0,0,1,0,1,0
27532,14,15,8,13,3,20,11,8,20,0,0,0,0,0,1,0
27533,4,9,5,20,13,10,9,3,18,1,0,1,1,0,1,0
27534,20,11,14,5,20,13,7,12,5,0,0,1,1,0,1,0
27535,8,10,2,13,0,17,15,17,18,1,0,0,0,0,1,1
27536,0,7,11,4,5,7,10,19,0,1,1,0,1,0,1,0
27537,1,2,17,3,6,7,15,1,8,0,0,1,0,0,1,0
27538,6,14,15,4,18,3,18,1,20,0,0,0,1,0,1,0
27539,9,2,13,3,0,19,17,14,8,0,0,1,0,0,1,2
27540,10,1,16,19,0,4,19,8,18,1,0,1,1,0,1,2
27541,9,15,20,18,3,6,0,18,1,0,0,0,0,0,1,0
27542,11,8,14,8,1,4,10,7,12,1,1,0,0,0,1,0
27543,19,16,0,2,7,12,8,15,3,1,1,1,0,0,1,0
27544,18,11,18,12,0,14,13,18,19,1,0,0,1,0,1,1
27545,2,10,15,8,0,14,10,18,1,0,1,0,1,0,1,2
27546,9,20,17,1,20,16,17,6,9,0,1,1,1,0,1,0
27547,16,13,12,10,12,4,12,13,16,0,1,1,1,0,1,0
